title:,id,image,name,description,back,category,legacy_id
card:,o_wizard_of_oz,o_wizard_of_oz,Wizard of Oz,>>> sensors Opportunity,Opportunity,sensors,fd600b37-b16c-4263-a56e-67a1472959c3
card:,back:Question,,Question,,,,
card:,q__blank,q__blank,(Blank question),>>> Blank Question,Question,Blank,
card:,q_beginning_and_end,q_beginning_and_end,Beginning and End?,>>> Gameplay Question,Question,Gameplay,78edddcf-cc34-4544-b1bd-9128e5928f82
card:,q_challenging,q_challenging,Challenging?,>>> Gameplay Question,Question,Gameplay,5326c1ea-4397-4e17-9d50-782ce1c0ec60
card:,q_core_concepts,q_core_concepts,Core Concepts?,>>> Gameplay Question,Question,Gameplay,140762af-bd86-4f91-b3fa-bbf1d831afd7
card:,q_duration,q_duration,Duration?,>>> Time Question,Question,Time,273e050c-a7eb-4003-9862-a1f6214f0852
card:,q_experience_flow,q_experience_flow,Experience Flow?,>>> Gameplay Question,Question,Gameplay,4974312f-ad54-4154-99c6-02663c75737a
card:,q_fun_and_joy,q_fun_and_joy,Fun and Joy?,>>> Gameplay Question,Question,Gameplay,15709d81-ef05-4dcd-ac47-40b41d1024a3
card:,q_game_server,q_game_server,Game Server?,>>> Locations Question,Question,Locations,89008bee-60fb-4ade-8628-8dcdbc5d93b1
card:,q_indoor_or_outdoor,q_indoor_or_outdoor,Indoor or Outdoor?,>>> Locations Question,Question,Locations,f9273ba0-b2aa-4c65-bb3b-d0581b7c18a4
card:,q_locations,q_locations,Locations?,>>> Locations Question,Question,Locations,9f3833b6-919f-47a5-a021-2f2c71a5374c
card:,q_main_mechanics,q_main_mechanics,Main Mechanics?,>>> Gameplay Question,Question,Gameplay,9992dd3c-d2ef-4eaa-bda2-fe0b9b655297
card:,q_nothing_digital,q_nothing_digital,Nothing digital?,>>> Technology Question,Question,Technology,afde9a5d-787e-435b-9d17-aa1953e3c01f
card:,q_nothing_physical,q_nothing_physical,Nothing physical?,>>> Physical Question,Question,Physical,25c48ac0-a24f-41fc-8873-2647095fca59
card:,q_number_of_players,q_number_of_players,Number of Players?,>>> Players Question,Question,Players,c85ba70e-996f-4377-bf02-d7a638f89616
card:,q_observing_players,q_observing_players,Observing Players?,>>> Management Question,Question,Management,69767862-38ab-44ed-9a41-8f420c8fa3a5
card:,q_size_of_area,q_size_of_area,Size of Area?,>>> Locations Question,Question,Locations,72e336d0-dc11-4f53-b0e8-f1a6f9dcc04a
card:,q_suitable_sensors,q_suitable_sensors,Suitable Sensors?,>>> sensors Question,Question,sensors,ca62d4f5-afdd-4b3d-bd04-490fe5e19030
card:,q_target_group,q_target_group,Target Group?,>>> Players Question,Question,Players,9ed7ab54-a1cf-47c5-86d9-ca76c19574a9
card:,q_theme_and_story,q_theme_and_story,Theme and Story?,>>> Gameplay Question,Question,Gameplay,bbfa694a-f872-47a1-8431-351e291f31e1
